File name,Literal,Label,Code
cell=VT_1909_01_T-S0-A1038,"Wijk F, Overige huizen ",baarn,11411
cell=VT_1909_01_T-S0-A1039,"Wijk G, Huizen ",baarn,11411
cell=VT_1909_01_T-S0-A1040,"Wijk H, Huizen ",baarn,11411
cell=VT_1909_01_T-S0-A1041,"Wijk L, Huizen ",baarn,11411
cell=VT_1909_01_T-S0-A1042,"Wijk K, Huizen ",baarn,11411
cell=VT_1909_01_T-S0-A1043,"Wijk L, Tehuis v. weezen en ouden",baarn,11411
cell=VT_1909_01_T-S0-A1044,"Wijk L, Overige huizen",baarn,11411
cell=VT_1909_01_T-S0-A1045,"Wijk M, Huizen ",baarn,11411
cell=VT_1909_01_T-S0-A1046,Schepen,baarn,11411
cell=VT_1909_01_T-S0-A1047,Tijd. aanw. schepen.,baarn,11411
cell=VT_1909_01_T-S0-A1048,Niet gevonden personen ') ,baarn,11411
cell=VT_1909_01_T-S0-A1049,Totaal,baarn,11411
cell=VT_1909_01_T-S0-A1050,Baexem,baexem,11255
cell=VT_1909_01_T-S0-A1051,Dorp Collegium Canisianium,baexem,11255
cell=VT_1909_01_T-S0-A1052,"Dorp, Overige huizen ",baexem,11255
cell=VT_1909_01_T-S0-A1053,Totaal,baexem,11255
cell=VT_1909_01_T-S0-A1054,Baflo,baflo,10539
cell=VT_1909_01_T-S0-A1055,"Den Andel, Huizen ",baflo,10539
cell=VT_1909_01_T-S0-A1056,"Baflo, Huizen ",baflo,10539
cell=VT_1909_01_T-S0-A1057,"Saaxumhuizen, Huizen ",baflo,10539
cell=VT_1909_01_T-S0-A1058,"Tinallinge, Huizen ",baflo,10539
cell=VT_1909_01_T-S0-A1059,"Rasquert, Huizen",baflo,10539
cell=VT_1909_01_T-S0-A1060,Schepen,baflo,10539
cell=VT_1909_01_T-S0-A1061,Tijd. aanw. schepen.,baflo,10539
cell=VT_1909_01_T-S0-A1062,Totaal,baflo,10539
cell=VT_1909_01_T-S0-A1063,Bakel en Milheeze,bakel en milheeze,10749
cell=VT_1909_01_T-S0-A1064,"Wijk A. Milheeze, Huizen ",bakel en milheeze,10749
cell=VT_1909_01_T-S0-A1065,"Wijk B. Bakel, Het Franciscanessenklooster (St. Franciscus-gesticht.)",bakel en milheeze,10749
cell=VT_1909_01_T-S0-A1066,Wijk B. Overieg huizen,bakel en milheeze,10749
cell=VT_1909_01_T-S0-A1067,Totaal,bakel en milheeze,10749
cell=VT_1909_01_T-S0-A1068,Balgoij,balgoij,10849
cell=VT_1909_01_T-S0-A1069,"Wijk A. Balgoij, Huizen ",balgoij,10849
cell=VT_1909_01_T-S0-A1070,"Wijk B. Keent, Huizen ",balgoij,10849
cell=VT_1909_01_T-S0-A1071,Totaal,balgoij,10849
cell=VT_1909_01_T-S0-A1072,Barendrecht,barendrecht,10943
cell=VT_1909_01_T-S0-A1073,Wijk A. Huizen ,barendrecht,10943
cell=VT_1909_01_T-S0-A1074,Wijk B. Huizen ,barendrecht,10943
cell=VT_1909_01_T-S0-A1075,Wijk C. Huizen ,barendrecht,10943
cell=VT_1909_01_T-S0-A1076,Wijk D. Huizen,barendrecht,10943
cell=VT_1909_01_T-S0-A1077,Tijd. aanw. woonwagens,barendrecht,10943
cell=VT_1909_01_T-S0-A1078,Totaal,barendrecht,10943
cell=VT_1909_01_T-S0-A1079,Barneveld,barneveld,10906
cell=VT_1909_01_T-S0-A1080,"Barneveld, dorp, Gods-, Proveniers- en Armenhuis",barneveld,10906
cell=VT_1909_01_T-S0-A1081,"Barneveld, dorp, Overige huizen",barneveld,10906
cell=VT_1909_01_T-S0-A1082,"Buurtschap Esveld, Huizen ",barneveld,10906
cell=VT_1909_01_T-S0-A1083,"Buurtschap Kallenbroek, Huizen ",barneveld,10906
cell=VT_1909_01_T-S0-A1084,"Buurtschap Glind, Huizen ",barneveld,10906
cell=VT_1909_01_T-S0-A1085,"Voorthuizen, dorp, Huizen ",barneveld,10906
cell=VT_1909_01_T-S0-A1086,"Buurtschap Zeumeren, Huizen ",barneveld,10906
cell=VT_1909_01_T-S0-A1087,"Buurtschap Harselaar, Huizen ",barneveld,10906
cell=VT_1909_01_T-S0-A1088,"Buurtschap Zwartebroek, Huizen ",barneveld,10906
cell=VT_1909_01_T-S0-A1089,Barneveld (vervolg),barneveld,10906
cell=VT_1909_01_T-S0-A1090,"Garderen, dorp, Huizen ",barneveld,10906
cell=VT_1909_01_T-S0-A1091,"Buurtschap Stroe, Huizen",barneveld,10906
cell=VT_1909_01_T-S0-A1092,"Buurtschap Garderbroek, Huizen",barneveld,10906
cell=VT_1909_01_T-S0-A1093,"Buurtschap Essen, Huizen",barneveld,10906
cell=VT_1909_01_T-S0-A1094,"Kootwijk, dorp, Huizen",barneveld,10906
cell=VT_1909_01_T-S0-A1095,"Buurtschap Kootwijkerbroek, Huizen",barneveld,10906
cell=VT_1909_01_T-S0-A1096,Niet gevonden personen ,barneveld,10906
cell=VT_1909_01_T-S0-A1097,Totaal,barneveld,10906
cell=VT_1909_01_T-S0-A1098,Barradeel,barradeel,10156
cell=VT_1909_01_T-S0-A1099,"Tzummarum, Het Armhuis",barradeel,10156
cell=VT_1909_01_T-S0-A1100,"Tzummarum, Overige huizen",barradeel,10156
cell=VT_1909_01_T-S0-A1101,"Minnertsga, huizen",barradeel,10156
cell=VT_1909_01_T-S0-A1102,"Firdgum, Huizen",barradeel,10156
cell=VT_1909_01_T-S0-A1103,"Klooster Lidlum, Huizen",barradeel,10156
cell=VT_1909_01_T-S0-A1104,"Oosterbierum, Huizen",barradeel,10156
cell=VT_1909_01_T-S0-A1105,"Senbierum, Huizen",barradeel,10156
cell=VT_1909_01_T-S0-A1106,"Pietersbierum, Huizen",barradeel,10156
cell=VT_1909_01_T-S0-A1107,"Wijnaldum, Huizen",barradeel,10156
cell=VT_1909_01_T-S0-A1108,"Almenum, Huizen",barradeel,10156
cell=VT_1909_01_T-S0-A1109,Schepen,barradeel,10156
cell=VT_1909_01_T-S0-A1110,Tijd. aanw. schepen.,barradeel,10156
cell=VT_1909_01_T-S0-A1111,Totaal,barradeel,10156
cell=VT_1909_01_T-S0-A1112,Barsingerhorn,barsingerhorn,10973
cell=VT_1909_01_T-S0-A1113,Wijk A. Huizen,barsingerhorn,10973
cell=VT_1909_01_T-S0-A1114,Wijk B. Huizen,barsingerhorn,10973
cell=VT_1909_01_T-S0-A1115,Wijk C. Wees- en Armhuis,barsingerhorn,10973
cell=VT_1909_01_T-S0-A1116,Wijk C. Overige huizen,barsingerhorn,10973
cell=VT_1909_01_T-S0-A1117,Wijk D. Huizen,barsingerhorn,10973
cell=VT_1909_01_T-S0-A1118,Wijk E. Huizen,barsingerhorn,10973
cell=VT_1909_01_T-S0-A1119,Wijk F. Huizen,barsingerhorn,10973
cell=VT_1909_01_T-S0-A1120,Wijk G. Huizen,barsingerhorn,10973
cell=VT_1909_01_T-S0-A1121,Totaal,barsingerhorn,10973
cell=VT_1909_01_T-S0-A1122,Barwoutswaarder,barwoutswaarder,10447
cell=VT_1909_01_T-S0-A1123,"Barwoutswaarder, Huizen",barwoutswaarder,10447
cell=VT_1909_01_T-S0-A1124,"Bekenes, Huizen",barwoutswaarder,10447
cell=VT_1909_01_T-S0-A1125,Schepen,barwoutswaarder,10447
cell=VT_1909_01_T-S0-A1126,Totaal,barwoutswaarder,10447
cell=VT_1909_01_T-S0-A1127,Batenburg,batenburg,10921
cell=VT_1909_01_T-S0-A1128,"Liende, Huizen",batenburg,10921
cell=VT_1909_01_T-S0-A1129,"De Hoef, Huizen",batenburg,10921
cell=VT_1909_01_T-S0-A1130,"Batenburg, Het zedelijk lichaam Ver. Van vrouwen tot het geven van Onderw.",batenburg,10921
cell=VT_1909_01_T-S0-A1131,"Batenburg, overige huizen",batenburg,10921
cell=VT_1909_01_T-S0-A1132,Batenburg (Vervolg),batenburg,10921
cell=VT_1909_01_T-S0-A1133,"Den Ham, Huizen",batenburg,10921
cell=VT_1909_01_T-S0-A1134,"De Laak, Huizen",batenburg,10921
cell=VT_1909_01_T-S0-A1135,Tijd. aanw. schepen.,batenburg,10921
cell=VT_1909_01_T-S0-A1136,Totaal,batenburg,10921
cell=VT_1909_01_T-S0-A1137,Bathmen.,bathmen,11030
cell=VT_1909_01_T-S0-A1138,"Bathmen dorp, Huizen",bathmen,11030
cell=VT_1909_01_T-S0-A1139,"Buurtschap Loo, Huizen",bathmen,11030
cell=VT_1909_01_T-S0-A1140,"Buurtschap Dortherbroek, Huizen",bathmen,11030
cell=VT_1909_01_T-S0-A1141,"Buurtschap Zuid-Loo, Huizen",bathmen,11030
cell=VT_1909_01_T-S0-A1142,Niet gevonden personen,bathmen,11030
cell=VT_1909_01_T-S0-A1143,Totaal,bathmen,11030
cell=VT_1909_01_T-S0-A1144,Bedum,bedum,10425
cell=VT_1909_01_T-S0-A1145,Burg. Armhuis,bedum,10425
cell=VT_1909_01_T-S0-A1146,Overige huizen,bedum,10425
cell=VT_1909_01_T-S0-A1147,"Terlaan, Huizen",bedum,10425
cell=VT_1909_01_T-S0-A1148,"Den Haven, Huizen",bedum,10425
cell=VT_1909_01_T-S0-A1149,"Waterleuzen, Huizen",bedum,10425
cell=VT_1909_01_T-S0-A1150,"Lutjewolde, Huizen",bedum,10425
cell=VT_1909_01_T-S0-A1151,"Schultinga, Huizen",bedum,10425
cell=VT_1909_01_T-S0-A1152,"Reidland, Huizen",bedum,10425
cell=VT_1909_01_T-S0-A1153,"Ellerhuizen, Huizen",bedum,10425
cell=VT_1909_01_T-S0-A1154,"Westerdijkshoorn, Huizen",bedum,10425
cell=VT_1909_01_T-S0-A1155,"Zuidwolde, Huizen",bedum,10425
cell=VT_1909_01_T-S0-A1156,"Beyjum, Huizen",bedum,10425
cell=VT_1909_01_T-S0-A1157,"Noorderhoogebrug, Huizen",bedum,10425
cell=VT_1909_01_T-S0-A1158,"Noordwolde, Huizen",bedum,10425
cell=VT_1909_01_T-S0-A1159,"Plattenburg, Huizen",bedum,10425
cell=VT_1909_01_T-S0-A1160,"Onderdendam, Huizen",bedum,10425
cell=VT_1909_01_T-S0-A1161,"Roodewalt, Huizen",bedum,10425
cell=VT_1909_01_T-S0-A1162,"Menkeweer, Huizen",bedum,10425
cell=VT_1909_01_T-S0-A1163,"Onderwierum, Huizen",bedum,10425
cell=VT_1909_01_T-S0-A1164,Schepen,bedum,10425
cell=VT_1909_01_T-S0-A1165,Tijd. aanw. schepen.,bedum,10425
cell=VT_1909_01_T-S0-A1166,Niet gevonden personen,bedum,10425
cell=VT_1909_01_T-S0-A1167,Totaal,bedum,10425
cell=VT_1909_01_T-S0-A1168,Beegden,beegden,11089
cell=VT_1909_01_T-S0-A1169,Huizen,beegden,11089
cell=VT_1909_01_T-S0-A1170,Totaal,beegden,11089
cell=VT_1909_01_T-S0-A1171,Beek,beek,11374
cell=VT_1909_01_T-S0-A1172,Wijk A. Marechausée kazerne,beek,11374
cell=VT_1909_01_T-S0-A1173,Wijk A. Klooster St. Franciscus,beek,11374
cell=VT_1909_01_T-S0-A1174,Wijk A. Overige Huizen,beek,11374
cell=VT_1909_01_T-S0-A1175,Beek (Vervolg),beek,11374
cell=VT_1909_01_T-S0-A1176,Wijk B. Huizen,beek,11374
cell=VT_1909_01_T-S0-A1177,Wijk C. Huizen,beek,11374
cell=VT_1909_01_T-S0-A1178,Wijk D. Huizen,beek,11374
cell=VT_1909_01_T-S0-A1179,Wijk E. Huizen,beek,11374
cell=VT_1909_01_T-S0-A1180,Wijk F. Huizen,beek,11374
cell=VT_1909_01_T-S0-A1181,Wijk G. Huizen,beek,11374
cell=VT_1909_01_T-S0-A1182,Totaal,beek,11374
cell=VT_1909_01_T-S0-A1183,Beek en Donk,beek en donk,10173
cell=VT_1909_01_T-S0-A1184,"Wijk A. Beek, St. Josephgesticht",beek en donk,10173
cell=VT_1909_01_T-S0-A1185,"Wijk A. Beek, Overige huizen",beek en donk,10173
cell=VT_1909_01_T-S0-A1186,Wijk B. Huizen,beek en donk,10173
cell=VT_1909_01_T-S0-A1187,"Wijk C. Donk, huizen",beek en donk,10173
cell=VT_1909_01_T-S0-A1188,Wijk D. Huizen,beek en donk,10173
cell=VT_1909_01_T-S0-A1189,Schepen,beek en donk,10173
cell=VT_1909_01_T-S0-A1190,Tijd. aanw. schepen.,beek en donk,10173
cell=VT_1909_01_T-S0-A1191,Niet gevonden personen,beek en donk,10173
cell=VT_1909_01_T-S0-A1192,Totaal,beek en donk,10173
cell=VT_1909_01_T-S0-A1193,Beemster,beemster,10816
cell=VT_1909_01_T-S0-A1194,Wijk A. Weeshuis der N.H. Gem. ,beemster,10816
cell=VT_1909_01_T-S0-A1195,Wijk A. Overige huizen,beemster,10816
cell=VT_1909_01_T-S0-A1196,Wijk B. Huizen,beemster,10816
cell=VT_1909_01_T-S0-A1197,Wijk C. Armhuis de N.H. Gem.,beemster,10816
cell=VT_1909_01_T-S0-A1198,Wijk C. Overige huizen,beemster,10816
cell=VT_1909_01_T-S0-A1199,Wijk D. Huizen,beemster,10816
cell=VT_1909_01_T-S0-A1200,Wijk D. Keeten,beemster,10816
cell=VT_1909_01_T-S0-A1201,Tijd. aanw. schepen.,beemster,10816
cell=VT_1909_01_T-S0-A1202,Totaal,beemster,10816
cell=VT_1909_01_T-S0-A1203,Beers,beers,11410
cell=VT_1909_01_T-S0-A1204,"Dommelvaart, Huizen",beers,11410
cell=VT_1909_01_T-S0-A1205,"Lage heide, Huizen",beers,11410
cell=VT_1909_01_T-S0-A1206,"Vianen, Huizen",beers,11410
cell=VT_1909_01_T-S0-A1207,"Heuf, Huizen",beers,11410
cell=VT_1909_01_T-S0-A1208,"Broekkant, Huizen",beers,11410
cell=VT_1909_01_T-S0-A1209,"Kerkenhoek, St. Henricusgesticht",beers,11410
cell=VT_1909_01_T-S0-A1210,"Kerkenhoek, Overige huizen",beers,11410
cell=VT_1909_01_T-S0-A1211,"Plaats, Huizen",beers,11410
cell=VT_1909_01_T-S0-A1212,Totaal,beers,11410
cell=VT_1909_01_T-S0-A1213,Beerta,beerta,11043
cell=VT_1909_01_T-S0-A1214,"Wijk A. Nieuw Beertz, Huizen",beerta,11043
cell=VT_1909_01_T-S0-A1215,"Wijk A. Drieborg, Huizen",beerta,11043
cell=VT_1909_01_T-S0-A1216,"Wijk A. Oudedijk, Huizen",beerta,11043
cell=VT_1909_01_T-S0-A1217,"Wijk A. Schamkerdijk, Huizen",beerta,11043
cell=VT_1909_01_T-S0-A1218,"Wijk A. Oude Zijl, Huizen",beerta,11043
cell=VT_1909_01_T-S0-A1219,Beerta (Vervolg).,beerta,11043
cell=VT_1909_01_T-S0-A1220,"Wijk A. Kroonpolder, Huizen",beerta,11043
cell=VT_1909_01_T-S0-A1221,"Wijk A. Statenzijl, Huizen",beerta,11043
cell=VT_1909_01_T-S0-A1222,"Wijk A. Stadspolder, Huizen",beerta,11043
cell=VT_1909_01_T-S0-A1223,"Wijk A. Reiderwolderpolder, Huizen",beerta,11043
cell=VT_1909_01_T-S0-A1224,Wijk B. Beerta (W en O) Gesticht (Burg. Armhuis).,beerta,11043
cell=VT_1909_01_T-S0-A1225,"Wijk B. Beerta, Overige huizen",beerta,11043
cell=VT_1909_01_T-S0-A1226,"Wijk B. Beesterhoogen, Huizen",beerta,11043
cell=VT_1909_01_T-S0-A1227,"Wijk B. Zandhoogte en Kloostergare, Huizen",beerta,11043
cell=VT_1909_01_T-S0-A1228,"Wijk B. Winschoterzijl, Huizen",beerta,11043
cell=VT_1909_01_T-S0-A1229,"Wijk B. Ulsda, Huizen",beerta,11043
cell=VT_1909_01_T-S0-A1230,Schepen,beerta,11043
cell=VT_1909_01_T-S0-A1231,Tijd. aanw. schepen.,beerta,11043
cell=VT_1909_01_T-S0-A1232,Keten,beerta,11043
cell=VT_1909_01_T-S0-A1233,Totaal,beerta,11043
cell=VT_1909_01_T-S0-A1234,Beesd,beesd,10259
cell=VT_1909_01_T-S0-A1235,"Beesd, St. Josephgesticht",beesd,10259
cell=VT_1909_01_T-S0-A1236,"Beesd, Overige huizen",beesd,10259
cell=VT_1909_01_T-S0-A1237,"Acquoy, Huizen",beesd,10259
cell=VT_1909_01_T-S0-A1238,"Rhenoy, Huizen",beesd,10259
cell=VT_1909_01_T-S0-A1239,"Marienwaerd, Huizen",beesd,10259
cell=VT_1909_01_T-S0-A1240,Schepen,beesd,10259
cell=VT_1909_01_T-S0-A1241,Tijd. aanw. schepen.,beesd,10259
cell=VT_1909_01_T-S0-A1242,Totaal,beesd,10259
cell=VT_1909_01_T-S0-A1243,Beersel,beesel,10195
cell=VT_1909_01_T-S0-A1244,"Kom, Klooster der Goddelijke Voorzienigheid.",beesel,10195
cell=VT_1909_01_T-S0-A1245,"Kom, Overige huizen",beesel,10195
cell=VT_1909_01_T-S0-A1246,"Reuver, Marechaussée kazerne",beesel,10195
cell=VT_1909_01_T-S0-A1247,"Reuver, Gesticht v.h. Heilige Hart",beesel,10195
cell=VT_1909_01_T-S0-A1248,"Reuver, Overige huizen",beesel,10195
cell=VT_1909_01_T-S0-A1249,"Bakheide, Huizen",beesel,10195
cell=VT_1909_01_T-S0-A1250,"Rijkel, Huizen",beesel,10195
cell=VT_1909_01_T-S0-A1251,"Bussereind, Huizen",beesel,10195
cell=VT_1909_01_T-S0-A1252,"Leeuwen, Huizen",beesel,10195
cell=VT_1909_01_T-S0-A1253,"Offenbeek, Huizen",beesel,10195
cell=VT_1909_01_T-S0-A1254,Tijd. aanw. woonwagens,beesel,10195
cell=VT_1909_01_T-S0-A1255,Niet gevonden personen,beesel,10195
cell=VT_1909_01_T-S0-A1256,Totaal,beesel,10195
cell=VT_1909_01_T-S0-A1257,Beets,beets,10536
cell=VT_1909_01_T-S0-A1258,"Schardam, Huizen",beets,10536
cell=VT_1909_01_T-S0-A1259,"Beets, Huizen",beets,10536
cell=VT_1909_01_T-S0-A1260,Totaal,beets,10536
cell=VT_1909_01_T-S0-A1261,Nieuw-Beierland,nieuw-beijerland,10092
cell=VT_1909_01_T-S0-A1262,Wijk A. Huizen,nieuw-beijerland,10092
cell=VT_1909_01_T-S0-A1263,Wijk B. Huizen,nieuw-beijerland,10092
cell=VT_1909_01_T-S0-A1264,Niet gevonden personen,nieuw-beijerland,10092
cell=VT_1909_01_T-S0-A1265,Totaal,nieuw-beijerland,10092
cell=VT_1909_01_T-S0-A1266,Oud-Beierland,oud-beijerland,11301
cell=VT_1909_01_T-S0-A1267,Wijk A. Huizen,oud-beijerland,11301
cell=VT_1909_01_T-S0-A1268,Wijk B Huizen,oud-beijerland,11301
cell=VT_1909_01_T-S0-A1269,Wijk C. Weeshuis der N.H. Gem.,oud-beijerland,11301
cell=VT_1909_01_T-S0-A1270,Wijk C. Overige huizen,oud-beijerland,11301
cell=VT_1909_01_T-S0-A1271,Schepen,oud-beijerland,11301
cell=VT_1909_01_T-S0-A1272,Tijd. aanw. schepen.,oud-beijerland,11301
cell=VT_1909_01_T-S0-A1273,Niet gevonden personen,oud-beijerland,11301
cell=VT_1909_01_T-S0-A1274,Totaal,oud-beijerland,11301
cell=VT_1909_01_T-S0-A1275,Zuid-Beierland,zuid-beijerland,10917
cell=VT_1909_01_T-S0-A1276,Wijk A. Huizen,zuid-beijerland,10917
cell=VT_1909_01_T-S0-A1277,Wijk B. Huizen,zuid-beijerland,10917
cell=VT_1909_01_T-S0-A1278,Tijd. aanw. schepen.,zuid-beijerland,10917
cell=VT_1909_01_T-S0-A1279,Niet gevonden personen,zuid-beijerland,10917
cell=VT_1909_01_T-S0-A1280,Totaal,zuid-beijerland,10917
cell=VT_1909_01_T-S0-A1281,Beilen,beilen,10520
cell=VT_1909_01_T-S0-A1282,"Wijk A. Beilen, Huizen",beilen,10520
cell=VT_1909_01_T-S0-A1283,"Wijk B. Eursing, Huizen",beilen,10520
cell=VT_1909_01_T-S0-A1284,"Wijk C. Hijken, Huizen",beilen,10520
cell=VT_1909_01_T-S0-A1285,"Wijk D. Hoog- en Laaglanden, Huizen",beilen,10520
cell=VT_1909_01_T-S0-A1286,"Wijk E Brunsting, Huizen",beilen,10520
cell=VT_1909_01_T-S0-A1287,"Wijk F. Beilervaart, Huizen",beilen,10520
cell=VT_1909_01_T-S0-A1288,"Wijk G. Smalbrug en Terhorst, Armwerkhuis",beilen,10520
cell=VT_1909_01_T-S0-A1289,"Wijk G. Smalbrug en Terhorst, Overige huizen",beilen,10520
cell=VT_1909_01_T-S0-A1290,"Wijk H. Spier, Huizen",beilen,10520
cell=VT_1909_01_T-S0-A1291,"Wijk I. Lievring en Makkum, Huizen",beilen,10520
cell=VT_1909_01_T-S0-A1292,"Wijk K. Holthe, Huizen",beilen,10520
cell=VT_1909_01_T-S0-A1293,"Wijk L. Alting en Klatering, Huizen",beilen,10520
cell=VT_1909_01_T-S0-A1294,"Wijk M, Wijster, Huizen",beilen,10520
cell=VT_1909_01_T-S0-A1295,"Wijk N, Drijber, Huizen",beilen,10520
cell=VT_1909_01_T-S0-A1296,"Wijk O. Tiendeveen, Huizen",beilen,10520
cell=VT_1909_01_T-S0-A1297,Schepen,beilen,10520
cell=VT_1909_01_T-S0-A1298,Tijd. aanw. schepen.,beilen,10520
cell=VT_1909_01_T-S0-A1299,Totaal,beilen,10520
cell=VT_1909_01_T-S0-A1300,Belfeld,belfeld,10292
cell=VT_1909_01_T-S0-A1301,Wijk A. Huizen,belfeld,10292
cell=VT_1909_01_T-S0-A1302,Wijk B. Huizen,belfeld,10292
cell=VT_1909_01_T-S0-A1303,Wijk C. Huizen,belfeld,10292
cell=VT_1909_01_T-S0-A1304,Totaal,belfeld,10292
cell=VT_1909_01_T-S0-A1305,Bellingwolde,bellingwolde,10340
cell=VT_1909_01_T-S0-A1306,Wijk 1. Huizen,bellingwolde,10340
cell=VT_1909_01_T-S0-A1307,Wijk 2. Huizen,bellingwolde,10340
cell=VT_1909_01_T-S0-A1308,Wijk 3. Werkhuis,bellingwolde,10340
cell=VT_1909_01_T-S0-A1309,Wijk 3. Overige huizen,bellingwolde,10340
cell=VT_1909_01_T-S0-A1310,Wijk 4. Huizen,bellingwolde,10340
cell=VT_1909_01_T-S0-A1311,Wijk 5. Huizen,bellingwolde,10340
cell=VT_1909_01_T-S0-A1312,Wijk 6. Huizen,bellingwolde,10340
cell=VT_1909_01_T-S0-A1313,Wijk 7. Huizen,bellingwolde,10340
cell=VT_1909_01_T-S0-A1314,Wijk 8. Huizen,bellingwolde,10340
cell=VT_1909_01_T-S0-A1315,Schepen,bellingwolde,10340
cell=VT_1909_01_T-S0-A1316,Tijd. aanw. schepen.,bellingwolde,10340
cell=VT_1909_01_T-S0-A1317,Totaal,bellingwolde,10340
cell=VT_1909_01_T-S0-A1318,Bemelen,bemelen,10878
cell=VT_1909_01_T-S0-A1319,"Dorp, Huizen",bemelen,10878
cell=VT_1909_01_T-S0-A1320,"Gasthuis, Huizen",bemelen,10878
cell=VT_1909_01_T-S0-A1321,Totaal,bemelen,10878
cell=VT_1909_01_T-S0-A1322,Bemmel,bemmel,10744
cell=VT_1909_01_T-S0-A1323,Wijk A. St. Josephgesticht.,bemmel,10744
cell=VT_1909_01_T-S0-A1324,Wijk A. Overige huizen,bemmel,10744
cell=VT_1909_01_T-S0-A1325,Wijk B. Huizen,bemmel,10744
cell=VT_1909_01_T-S0-A1326,Wijk C. Huizen,bemmel,10744
cell=VT_1909_01_T-S0-A1327,Wijk D. Het gesticht.,bemmel,10744
cell=VT_1909_01_T-S0-A1328,Wijk D. Overige huizen,bemmel,10744
cell=VT_1909_01_T-S0-A1329,Schepen,bemmel,10744
cell=VT_1909_01_T-S0-A1330,Tijd. aanw. schepen.,bemmel,10744
cell=VT_1909_01_T-S0-A1331,Niet gevonden personen,bemmel,10744
cell=VT_1909_01_T-S0-A1332,Totaal,bemmel,10744
cell=VT_1909_01_T-S0-A1333,Bennebroek,bennebroek,10734
cell=VT_1909_01_T-S0-A1334,De Verschuur Brandtstichting,bennebroek,10734
cell=VT_1909_01_T-S0-A1335,"R.C. Gesticht ""Het heilig Hart""",bennebroek,10734
cell=VT_1909_01_T-S0-A1336,Overige huizen,bennebroek,10734
cell=VT_1909_01_T-S0-A1337,Totaal,bennebroek,10734
cell=VT_1909_01_T-S0-A1338,Benschop,benschop,11330
cell=VT_1909_01_T-S0-A1339,"Zuideind, Huizen",benschop,11330
cell=VT_1909_01_T-S0-A1340,"Noordeind, Huizen",benschop,11330
cell=VT_1909_01_T-S0-A1341,Totaal,benschop,11330
cell=VT_1909_01_T-S0-A1342,Benthuizen,benthuizen,10398
cell=VT_1909_01_T-S0-A1343,"Dorp, Huizen",benthuizen,10398
cell=VT_1909_01_T-S0-A1344,"Hoogeveen, Huizen",benthuizen,10398
cell=VT_1909_01_T-S0-A1345,"Noordpolder, Huizen",benthuizen,10398
cell=VT_1909_01_T-S0-A1346,"Benthorn, Huizen",benthuizen,10398
cell=VT_1909_01_T-S0-A1347,"Langeland, Huizen",benthuizen,10398
cell=VT_1909_01_T-S0-A1348,Totaal,benthuizen,10398
cell=VT_1909_01_T-S0-A1349,Bergambacht,bergambacht,10962
cell=VT_1909_01_T-S0-A1350,"Wijk A, Huizen, Huizen",bergambacht,10962
cell=VT_1909_01_T-S0-A1351,"Wijk A. Den Hoek, Huizen",bergambacht,10962
cell=VT_1909_01_T-S0-A1352,"Wijk A. Bergstap, Huizen",bergambacht,10962
cell=VT_1909_01_T-S0-A1353,"Wijk B. Steenplaat, Huizen",bergambacht,10962
cell=VT_1909_01_T-S0-A1354,"Wijk B. Singel, Huizen",bergambacht,10962
cell=VT_1909_01_T-S0-A1355,"Wijk B. Kerkweg, Huizen",bergambacht,10962
cell=VT_1909_01_T-S0-A1356,"Wijk B. Dijklaan, Huizen",bergambacht,10962
cell=VT_1909_01_T-S0-A1357,"Wijk C. Dorp, Huizen",bergambacht,10962
cell=VT_1909_01_T-S0-A1358,"Wijk C Kerkweg, Huizen",bergambacht,10962
cell=VT_1909_01_T-S0-A1359,"Wijk. D. Tusschenlaan, Huizen",bergambacht,10962
cell=VT_1909_01_T-S0-A1360,"Wijk D Bovenberg, Huizen",bergambacht,10962
cell=VT_1909_01_T-S0-A1361,"Wijk E. Kadijk, Huizen",bergambacht,10962
cell=VT_1909_01_T-S0-A1362,"Wijk E. Zuidbroek, Huizen",bergambacht,10962
cell=VT_1909_01_T-S0-A1363,"Wijk E. Benedenberg, Huizen",bergambacht,10962
cell=VT_1909_01_T-S0-A1364,Schepen,bergambacht,10962
cell=VT_1909_01_T-S0-A1365,Tijd. aanw. schepen.,bergambacht,10962
cell=VT_1909_01_T-S0-A1366,Totaal,bergambacht,10962
cell=VT_1909_01_T-S0-A1367,Bergeijk,bergeijk,11160
cell=VT_1909_01_T-S0-A1368,"Wijk A. 't Hof, Ursulinnen Klooster",bergeijk,11160
cell=VT_1909_01_T-S0-A1369,"Wijk A. 't Hof, St. Josephgesticht",bergeijk,11160
cell=VT_1909_01_T-S0-A1370,"Wijk A. 't Hof, Overige huizen",bergeijk,11160
cell=VT_1909_01_T-S0-A1371,"Wijk B. 't Loo, Klooster ""Soeurs du Saint Esprit""",bergeijk,11160
cell=VT_1909_01_T-S0-A1372,"Wijk B. 't Loo, Overige huizen",bergeijk,11160
cell=VT_1909_01_T-S0-A1373,Niet gevonden personen,bergeijk,11160
cell=VT_1909_01_T-S0-A1374,Totaal,bergeijk,11160
cell=VT_1909_01_T-S0-A1375,Bergen. (N.-H.),bergen,11424
cell=VT_1909_01_T-S0-A1376,Wijk A. St. Antonius gesticht.,bergen,11424
cell=VT_1909_01_T-S0-A1377,Wijk A. Overige huizen,bergen,11424
cell=VT_1909_01_T-S0-A1378,Wijk B. Huizen,bergen,11424
