bielswijk,bleiswijk,0.2222222222222222,10994
beijerland (zuid-),reiderland,0.2,11043
grafhorst.,grafhorst,0.1,10224
krimpen a.d. ijssel (geene kom),krimpen aan den ijssel,0.22727272727272727,10859
steenbergen.,steenbergen,0.08333333333333333,10731
rhenen.,rhenen,0.14285714285714285,10309
zandvoort.,zandvoort,0.1,10910
zijpe (de),zijpe,0.0,10004
kerkrade.,kerkrade,0.1111111111111111,10313
enkhuizen.,enkhuizen,0.1,10729
harmelen (vervolg),harmelen,0.0,10183
rockanje (geene kom),rockanje,0.0,10464
vledder.,vledder,0.125,11120
willige langerak.,willige langerak,0.058823529411764705,10368
bladel en netersel.,bladel en netersel,0.05263157894736842,11006
biervliet (vervolg),biervliet,0.0,10257
gennep.,gennep,0.14285714285714285,10542
putten.,putten,0.14285714285714285,11109
ursem.,ursem,0.16666666666666666,10696
willige-langerak (geene kom),willige langerak,0.0625,10368
rockanje.,rockanje,0.1111111111111111,10464
westervoort.,westervoort,0.08333333333333333,11085
cromvoirt.,cromvoirt,0.1,10053
ossenisse.,ossenisse,0.1,10841
zutphen.,zutphen,0.125,10254
haarlemmerliede en spaarnwoude.,haarlemmerliede en spaarnwoude,0.03225806451612903,10508
veen.,veen,0.2,10015
zevenbergen.,zevenbergen,0.08333333333333333,10046
akersloot.,akersloot,0.1,10346
schellinkhout.,schellinkhout,0.07142857142857142,10772
schermerhorn.,schermerhorn,0.07692307692307693,10308
noordgouwe.,noordgouwe,0.09090909090909091,11107
nieuwe schans.,nieuweschans,0.14285714285714285,10008
nijkerk.,nijkerk,0.125,10446
warnsveld. (vervolg),warnsveld,0.1,10838
abcoude baambrugge.,abcoude-baambrugge,0.10526315789473684,11184
born.,borne,0.2,10326
ohe en laak.,ohé en laak,0.16666666666666666,10420
haaksbergen.,haaksbergen,0.08333333333333333,11435
ommen (ambt),ommen,0.0,11069
s graveland,s gravesande,0.16666666666666666,10640
hoog-blokland.,hoogblokland,0.14285714285714285,11040
oldenmarkt,oldemarkt,0.1,10858
linschoten.,linschoten,0.09090909090909091,11324
egmond aan zee.,egmond aan zee,0.06666666666666667,10421
zegwaart.,zegwaart,0.1111111111111111,10185
ritthem.,ritthem,0.125,10652
st. anna ter muiden.,sint anna ter muiden,0.2,11012
abcoude baambrugge,abcoude-baambrugge,0.05555555555555555,11184
s heer abtskerke,'s-heer abtskerke,0.11764705882352941,10337
waterlandkerkje.,waterlandkerkje,0.0625,10352
nieuw- en st. joosland,nieuw- en sint joosland,0.13043478260869565,11340
beesel.,beesel,0.14285714285714285,10195
zoutelande.,zoutelande,0.09090909090909091,10779
roermond.,roermond,0.1111111111111111,11313
diepenheim.,diepenheim,0.09090909090909091,10311
aarle rixtel.,aarle-rixtel,0.15384615384615385,10757
uithuistermeeden.,uithuizermeeden,0.17647058823529413,10246
gameren.,gameren,0.125,10037
oosterland.,oosterland,0.09090909090909091,11237
renesse.,renesse,0.125,10412
baflo.,baflo,0.16666666666666666,10539
noordbroek.,noordbroek,0.09090909090909091,10814
hoog blokland,hoogblokland,0.07692307692307693,11040
zaandam.,zaandam,0.125,11044
weert.,weert,0.16666666666666666,11081
nieuwveen.,nieuwveen,0.1,10487
hoedekenskerke.,hoedekenskerke,0.06666666666666667,11072
schiebroek.,schiebroek,0.09090909090909091,11306
doetinchem (ambt).,doetinchem,0.0,10396
liempde.,liempde,0.125,10390
grevenbicht.,grevenbicht,0.08333333333333333,10624
mesch.,mesch,0.16666666666666666,11070
kockengen.,kockengen,0.1,10765
geleen.,geleen,0.14285714285714285,10048
hellendoorn.,hellendoorn,0.08333333333333333,10806
peursum.,peursum,0.125,10391
rijsbergen.,rijsbergen,0.09090909090909091,10866
appingedam.,appingedam,0.09090909090909091,10886
bergeijk.,bergeijk,0.1111111111111111,11160
sassenheim.,sassenheim,0.09090909090909091,10612
berchem,berghem,0.14285714285714285,10733
vreeland.,vreeland,0.1111111111111111,10898
leijderdorp.,leiderdorp,0.16666666666666666,10058
ottersun.,ottersum,0.2222222222222222,10862
sittard.,sittard,0.125,11230
schoorl.,schoorl,0.125,10627
egmond binnen.,egmond-binnen,0.14285714285714285,10989
heino (vervolg),heino,0.0,10854
boekel.,boekel,0.14285714285714285,10432
hekendorp.,hekendorp,0.1,10217
oerle.,oerle,0.16666666666666666,10119
westerbork.,westerbork,0.09090909090909091,11095
dubbeldam.,dubbeldam,0.1,10781
oldebroek.,oldebroek,0.1,11106
biervliet.,biervliet,0.1,10257
markelo.,markelo,0.125,11382
leusden.,leusden,0.125,10978
mijdrecht.,mijdrecht,0.1,11379
vollenhove (stad),vollenhove,0.0,11088
heilo.,heiloo,0.16666666666666666,10793
huibergen,huijbergen,0.1,10466
oostburg.,oostburg,0.1111111111111111,10782
zelhem.,zelhem,0.14285714285714285,11159
hennaarderadeel.,hennaarderadeel,0.0625,10877
haastrecht.,haastrecht,0.09090909090909091,11049
krommenie.,krommenie,0.1,10373
merkelbeek.,merkelbeek,0.09090909090909091,10763
nieuw- en st. joostland,nieuw- en sint joosland,0.17391304347826086,11340
margraten.,margraten,0.1,11243
zuidbroek.,zuidbroek,0.1,11282
mijnsheerenland.,mijnsheerenland,0.0625,11112
beerta.,beerta,0.14285714285714285,11043
voorhout.,voorhout,0.1111111111111111,10017
epe.,epe,0.25,10940
luijksgestel.,luijksgestel,0.07692307692307693,10011
bergharen.,bergharen,0.1,10883
houtrijk en polanen.,houtrijk en polanen,0.05,11252
angerlo.,angerlo,0.125,11131
kessel.,kessel,0.14285714285714285,10890
varik.,varik,0.16666666666666666,11064
lekkerkerk.,lekkerkerk,0.09090909090909091,10050
zuid- en noordschermer,zuid- en noord-schermer,0.043478260869565216,11311
midwolde.,midwolda,0.2222222222222222,10356
wanroij.,wanroij,0.125,10265
vlagtwedde.,vlagtwedde,0.09090909090909091,11249
westwoud.,westwoud,0.1111111111111111,11101
luiksgestel,luijksgestel,0.08333333333333333,10011
hunsel.,hunsel,0.14285714285714285,10784
reden,rheden,0.16666666666666666,11355
meerkerk.,meerkerk,0.1111111111111111,10618
waarde.,waarde,0.14285714285714285,10082
hoogeveen.,hoogeveen,0.1,10839
westbroek.,westbroek,0.1,10145
doornspijk.,doornspijk,0.09090909090909091,10069
's heer-abtskerke.,'s-heer abtskerke,0.16666666666666666,10337
schoonebeek (geene kom),schoonebeek,0.0,10064
rheden.,rheden,0.14285714285714285,11355
heel en panheel.,heel en panheel,0.0625,11208
wadenoijen (geene kom),wadenoijen,0.0,10201
hattem.,hattem,0.14285714285714285,10673
warffum.,warffum,0.125,10498
